,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Age,Number of Dependents,Churn Label,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Gender,Married,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
4542,0,1,24.66,26,50.75,50.75,0.0,0,24.66,75.41,3631,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4543,0,4,32.15,0,20.4,84.75,0.0,0,128.6,213.35,5602,52,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4544,0,40,2.83,22,93.4,3756.4,4.18,0,113.2,3865.42,3819,54,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
4545,0,1,6.67,27,95.6,95.6,0.0,0,6.67,102.27,4091,29,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4546,0,2,24.71,0,20.65,38.7,0.0,0,49.42,88.12,3845,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
4547,2,40,33.44,0,24.8,1024.7,0.0,0,1337.6,2362.3,3021,27,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
4548,10,71,37.69,8,105.25,7291.75,0.0,0,2675.99,9967.74,6319,54,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4549,0,18,7.42,12,95.05,1679.4,38.65,0,133.56,1774.31,4524,51,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4550,0,1,21.59,0,20.15,20.15,0.0,0,21.59,41.739999999999995,4939,42,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
4551,5,72,0.0,30,65.2,4784.45,0.0,0,0.0,4784.45,5092,56,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4552,9,2,22.23,13,84.05,134.05,0.0,0,44.46,178.51000000000002,2115,40,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4553,0,4,0.0,22,30.5,118.4,0.0,0,0.0,118.4,3030,52,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4554,4,72,29.66,59,103.2,7362.9,45.38,0,2135.52,9453.039999999999,5560,30,2,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4555,0,1,27.97,18,69.75,69.75,0.0,0,27.97,97.72,2901,35,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4556,0,2,12.59,76,53.45,119.5,0.0,0,25.18,144.68,3477,30,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4557,0,8,5.27,0,20.2,140.95,0.0,0,42.16,183.10999999999999,5066,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4558,1,11,0.0,17,29.6,346.45,27.24,0,0.0,319.21,2793,32,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4559,1,17,16.61,3,80.85,1400.85,0.0,0,282.37,1683.2199999999998,5174,41,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4560,1,41,35.46,0,19.75,899.45,0.0,0,1453.8600000000001,2353.3100000000004,2011,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
4561,0,35,0.0,26,49.2,1701.65,0.0,0,0.0,1701.65,2782,47,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
4562,0,66,30.96,11,105.65,6844.5,0.0,0,2043.3600000000001,8887.86,5097,44,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4563,0,4,0.0,4,33.65,137.85,0.0,0,0.0,137.85,2563,47,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
4564,0,26,0.0,29,44.45,1183.8,0.0,0,0.0,1183.8,3080,46,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4565,0,24,47.33,0,24.6,592.65,0.0,0,1135.92,1728.5700000000002,5448,60,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
4566,0,6,0.0,48,49.25,255.6,0.0,0,0.0,255.6,2979,29,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4567,0,1,3.13,5,79.95,79.95,0.0,0,3.13,83.08,4815,56,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4568,0,18,42.45,28,64.8,1166.7,0.0,0,764.1,1930.8000000000002,2466,45,3,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
4569,9,4,35.2,52,58.5,224.85,0.0,0,140.8,365.65,5605,28,3,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4570,0,50,37.95,0,19.75,989.05,0.0,0,1897.5000000000002,2886.55,4934,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
4571,0,1,25.62,0,19.3,19.3,0.0,0,25.62,44.92,3236,58,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
4572,8,36,49.33,23,80.4,2937.65,0.0,0,1775.8799999999999,4713.53,5544,59,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4573,0,48,3.59,10,78.9,3771.5,0.0,0,172.32,3943.82,4063,45,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4574,0,33,49.45,19,70.4,2406.1,0.0,60,1631.8500000000001,4097.95,4860,43,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4575,1,37,30.16,4,99.2,3754.6,0.0,0,1115.92,4870.52,3599,55,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4576,8,72,27.25,19,105.5,7611.55,0.0,0,1962.0,9573.55,5534,47,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4577,0,1,0.0,22,29.15,29.15,0.0,0,0.0,29.15,3923,34,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4578,0,34,4.28,16,103.8,3470.8,0.0,0,145.52,3616.32,5382,35,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
4579,0,8,26.41,16,85.2,627.4,0.0,0,211.28,838.68,2887,32,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
4580,0,1,0.0,2,24.45,24.45,0.0,0,0.0,24.45,2121,44,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4581,10,60,0.0,2,60.2,3582.4,0.0,0,0.0,3582.4,5359,34,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4582,0,51,44.35,0,24.95,1288.0,0.0,0,2261.85,3549.85,5458,56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
4583,1,5,0.0,7,24.95,100.4,0.0,0,0.0,100.4,5865,37,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
4584,2,9,14.91,82,70.05,564.4,0.0,0,134.19,698.5899999999999,4900,24,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4585,9,43,4.34,23,56.35,2391.15,0.0,0,186.62,2577.77,4928,50,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4586,0,1,39.44,18,75.3,75.3,0.0,0,39.44,114.74,3596,38,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4587,8,7,16.22,53,75.7,554.05,0.0,0,113.53999999999999,667.5899999999999,2950,47,3,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4588,0,29,49.52,0,19.1,529.5,0.0,0,1436.0800000000002,1965.5800000000002,5880,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
4589,0,55,42.19,51,100.9,5552.05,0.0,0,2320.45,7872.5,5101,19,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
4590,1,30,4.82,41,85.0,2624.25,0.0,0,144.60000000000002,2768.85,3698,25,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4591,2,24,3.0,15,104.65,2542.45,0.0,0,72.0,2614.45,4734,51,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4592,1,52,31.96,26,84.05,4326.8,0.0,0,1661.92,5988.72,6099,54,2,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
4593,8,10,32.76,51,88.85,929.45,0.0,0,327.59999999999997,1257.05,4531,45,3,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4594,0,2,33.89,41,80.55,184.1,0.0,0,67.78,251.88,2856,29,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4595,0,69,26.45,46,79.45,5502.55,0.0,80,1825.05,7407.6,5189,23,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4596,5,3,10.13,0,19.3,54.7,0.0,0,30.39,85.09,5722,53,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4597,6,34,4.42,0,20.05,679.0,0.0,0,150.28,829.28,2236,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
4598,0,2,24.31,16,75.8,160.75,0.0,0,48.62,209.37,5270,37,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4599,0,1,16.47,0,19.85,19.85,0.0,0,16.47,36.32,4905,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4600,9,69,22.49,11,105.0,7297.75,0.0,0,1551.81,8849.56,5436,47,2,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4601,0,26,35.75,71,56.05,1553.2,0.0,0,929.5,2482.7,3079,30,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4602,0,67,29.24,21,111.3,7482.1,0.0,0,1959.08,9441.18,4146,58,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4603,2,55,24.7,0,19.35,1153.25,0.0,0,1358.5,2511.75,5248,46,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
4604,8,61,12.32,7,114.1,7132.15,0.0,0,751.52,7883.67,5239,48,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
4605,7,70,9.03,0,25.15,1940.85,0.0,0,632.0999999999999,2572.95,4279,61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
4606,1,7,44.66,26,86.25,587.1,0.0,0,312.62,899.72,3344,63,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4607,2,56,42.86,8,68.75,3808.0,0.0,0,2400.16,6208.16,6198,58,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4608,0,54,37.65,30,94.75,5121.75,0.0,70,2033.1,7224.85,5665,30,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
4609,1,70,18.26,18,76.95,5289.8,0.0,0,1278.2,6568.0,6280,46,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4610,0,14,29.3,26,86.3,1180.95,0.0,10,410.2,1601.15,3677,64,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4611,1,30,28.85,6,94.4,2838.7,0.0,80,865.5,3784.2,2792,52,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4612,6,7,5.17,51,69.7,516.15,0.0,0,36.19,552.3399999999999,4326,63,3,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
4613,4,19,38.43,0,25.6,485.9,0.0,0,730.17,1216.07,5038,50,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4614,0,10,27.28,27,70.0,740.0,0.0,0,272.8,1012.8,3156,41,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4615,0,2,9.61,0,19.65,38.8,0.0,0,19.22,58.019999999999996,3007,59,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
4616,0,12,14.42,14,79.8,1001.2,21.53,0,173.04,1152.71,5906,61,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
4617,1,55,8.39,52,85.1,4657.95,0.0,0,461.45000000000005,5119.4,5661,37,3,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
4618,0,34,34.41,4,64.4,2088.75,0.0,0,1169.9399999999998,3258.6899999999996,5189,53,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4619,1,63,13.45,69,83.5,5435.0,0.0,0,847.3499999999999,6282.35,4652,19,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4620,1,38,44.32,0,20.3,749.35,10.65,0,1684.16,2422.86,4686,52,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
4621,1,70,28.54,0,24.25,1724.15,0.0,0,1997.8,3721.95,4118,36,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
4622,0,3,40.67,58,80.1,217.55,0.0,0,122.01,339.56,4330,30,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
4623,1,72,21.89,58,114.55,8306.05,21.6,40,1576.08,9900.529999999999,6158,47,3,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4624,1,60,43.33,28,115.25,6758.45,11.85,0,2599.7999999999997,9346.4,5328,41,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
4625,0,35,20.39,21,55.25,1924.1,0.0,0,713.65,2637.75,5498,64,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4626,1,23,37.95,27,99.85,2331.3,0.0,0,872.85,3204.15,3425,28,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4627,5,40,14.41,22,85.05,3355.65,38.15,0,576.4,3893.9,5904,56,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4628,0,11,0.0,22,34.7,383.55,22.53,150,0.0,511.02,4310,60,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
4629,3,42,3.14,0,20.0,833.55,0.0,0,131.88,965.43,3413,63,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
4630,0,1,36.44,16,74.5,74.5,0.0,0,36.44,110.94,5554,41,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4631,1,3,37.61,0,20.55,51.15,0.0,0,112.83,163.98,4115,41,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
4632,1,70,5.48,14,93.9,6579.05,0.0,0,383.6,6962.650000000001,6173,38,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4633,0,20,15.87,0,19.7,406.95,0.0,0,317.4,724.3499999999999,4404,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4634,0,65,9.36,4,109.15,6941.2,0.0,140,608.4,7689.599999999999,6001,60,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
4635,1,68,23.67,22,113.15,7856.0,0.0,0,1609.5600000000002,9465.56,4610,48,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4636,0,25,29.81,52,95.15,2395.7,0.0,80,745.25,3220.95,3273,22,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4637,10,50,36.61,41,44.8,2230.85,36.22,0,1830.5,4025.13,6115,22,2,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4638,1,53,31.24,73,93.9,5029.2,0.0,0,1655.72,6684.92,5543,27,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
4639,0,46,45.2,17,54.35,2460.15,0.0,0,2079.2000000000003,4539.35,2793,52,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4640,0,10,17.4,0,20.35,176.3,0.0,0,174.0,350.3,4745,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4641,0,4,1.3,0,20.15,68.45,0.0,0,5.2,73.65,5221,53,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
4642,1,17,13.68,11,70.4,1214.05,0.0,0,232.56,1446.61,4469,35,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4643,0,1,19.32,22,79.6,79.6,0.0,0,19.32,98.91999999999999,2199,40,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4644,0,1,37.51,10,71.1,71.1,0.0,0,37.51,108.60999999999999,3029,47,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
4645,0,51,34.75,59,81.15,4126.2,0.0,0,1772.25,5898.45,4549,22,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4646,0,1,46.17,19,45.95,45.95,0.0,0,46.17,92.12,4563,49,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
4647,6,29,6.73,27,80.1,2211.8,0.0,0,195.17000000000002,2406.9700000000003,4558,60,2,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4648,0,2,25.81,7,54.35,117.05,0.0,0,51.62,168.67,4916,38,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4649,0,34,0.0,28,25.05,852.7,0.0,0,0.0,852.7,3800,59,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4650,0,1,33.34,4,85.55,85.55,0.0,0,33.34,118.89,3967,45,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
4651,0,14,36.97,27,100.55,1415.55,0.0,0,517.5799999999999,1933.1299999999999,5224,56,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4652,0,46,37.75,73,89.15,4245.55,0.0,0,1736.5,5982.05,5593,21,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
4653,1,61,40.37,0,25.3,1554.9,0.0,0,2462.5699999999997,4017.47,4501,52,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
4654,4,35,10.43,4,70.3,2416.55,0.0,80,365.05,2861.6000000000004,5413,61,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4655,0,22,5.28,0,26.25,605.9,0.0,0,116.16000000000001,722.06,5676,47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4656,0,5,40.03,52,51.0,286.8,0.0,0,200.15,486.95000000000005,2789,22,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4657,9,1,0.0,14,35.0,35.0,0.0,0,0.0,35.0,4099,33,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4658,1,33,41.61,73,103.7,3467.0,0.0,0,1373.1299999999999,4840.13,4461,22,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
4659,0,14,36.25,52,71.0,914.0,0.0,0,507.5,1421.5,3228,27,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4660,1,70,41.88,59,109.5,7674.55,0.0,150,2931.6000000000004,10756.150000000001,4191,21,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4661,0,2,35.41,25,80.45,137.1,0.0,0,70.82,207.92,5602,35,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4662,1,8,38.83,76,94.2,777.3,0.0,0,310.64,1087.94,2939,22,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4663,0,10,13.16,0,20.25,202.5,0.0,0,131.6,334.1,5504,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4664,5,72,18.21,0,24.9,1859.2,0.0,0,1311.1200000000001,3170.32,5192,42,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4665,0,12,41.78,0,19.3,228.75,0.0,0,501.36,730.11,2868,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4666,1,42,0.0,5,33.55,1445.3,0.0,50,0.0,1495.3,2044,55,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4667,0,1,48.14,0,20.8,20.8,0.0,0,48.14,68.94,3678,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
4668,0,1,38.33,24,50.15,50.15,0.0,50,38.33,138.48000000000002,4421,63,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
